ecosystem,identity,amount
kava,0x91ef389bfef4f8c0cdccb2f5092e805b862da37d,119.03728394662757
kava,0x769e9e5f283bcc4239951a187015d3b97e741606,119.03728394662757
kava,0x22e14daa29ef492be9255ac3ec8aeef9d47cf4d0,119.03728394662757
kava,0xb93aec1fa537c57ec77f513e6aab97c2059e4f8f,119.03728394662757
kava,0xae902c0e608c4c03a9c17fa8a11aeb39fa67a84d,119.03728394662757
kava,0x8db8b474cc9dfa1cbacb2fa204514f8523d81218,119.03728394662757
kava,0x7d9370448591b7ff19c7f48297c95c224313bf90,119.03728394662757
kava,0xba4ed1be76587e000588fc3499707caf581e626b,119.03728394662757
kava,0x947ebecd725e07bac225363f328de957aa5819b3,119.03728394662757
kava,0x88015d4356bd13eebd6685be6b41707ab1ea3971,119.03728394662757
kava,0xeaeee00c201d1fd9ba1aa85932446a56cb5056a8,119.03728394662757
kava,0x009ced8e40b6d2411fcb863ef978cc2dd148afce,119.03728394662757
kava,0x36dc9b69798c091a986327804003c8898cc7b6bb,119.03728394662757
kava,0xe5f2e74ecafa38433b081d8e5bb20c3dc310c45d,119.03728394662757
kava,0x77252e19424795e9855bb67e3f75bb6b75f79484,119.03728394662757
kava,0xe97a2706f076701f723fd4599c8cd45777402123,119.03728394662757
kava,0xede4771457a266e45057b61e904af90441f48c88,119.03728394662757
kava,0x279163476448582e596a85a74dae3adfce88e844,119.03728394662757
kava,0x58aeb6f338b0b47a0106718b0e6e802c7dd3f83e,119.03728394662757
kava,0x7f466a008c48b0a49ba384177007db8aa252d88a,119.03728394662757
kava,0x155ccb3f4441009df94b868db91bd1b58e44e4f4,119.03728394662757
kava,0x78caaa5d63ab771d0b96aabbae76e992ec8fca0b,119.03728394662757
kava,0x333f54368c09e741fa9465404abd3bfc449d3676,119.03728394662757
kava,0x2151421066888b1c11320a12310470b7e48fe41d,119.03728394662757
kava,0xeec171c5f14fbd18c2f2cbb097101aeb6fcba7b7,119.03728394662757
kava,0x441f2e35ab2f9c8831dadc0ff7cb0baec0946135,119.03728394662757
kava,0x2a027fba8cfcaebd9fff122c627c96ceed190f5e,119.03728394662757
kava,0x05e60524f80a41d371d5e7a661b90acc82756704,119.03728394662757
kava,0xc7bd5938669f15330876510d890d690979fe98f2,119.03728394662757
kava,0x4bedd971fa457bc8888b3298372155d4be4710ea,119.03728394662757
kava,0x38cc8e2bfe87ba71a0b4c893d5a94fbdcbd5e5ec,119.03728394662757
kava,0xd12e53a1121794ed6eb33461254bcf2887aa2192,119.03728394662757
kava,0x77a8c6ddbfbadbd83aa632642f5bc9ceb9a1e9ac,119.03728394662757
kava,0x7978ef86ffc7691fbae615fe665d5a2b1596b30b,119.03728394662757
kava,0x9b4a4b447a6de7e769d7a0a4dcf8be8d5ff308e9,119.03728394662757
kava,0xa3c51bef82fa200a9bae07381b42ff355c858ff1,119.03728394662757
kava,0xccbb26e2e047f6da344defaba31a319a799203e4,119.03728394662757
kava,0xd5c678aec80a37e951100840b701de88b48b4705,119.03728394662757
kava,0xf01e8910b4bf87f43d099f86792cb8d1bd03c9bd,119.03728394662757
kava,0x0bc900ab4ab53531aa49cea9bb123e99a80dd365,119.03728394662757
kava,0x2234811e109f13a9ee165a88dd6d05c48c2948de,119.03728394662757
kava,0x4599aa99a99221062a1f2c8dadbe83ba39789b06,119.03728394662757
kava,0x5524c33467183c56d37d701b6d90c1773049f16e,119.03728394662757
kava,0x69d008b33111d5b900e17e276c35abcf77675d88,119.03728394662757
kava,0x7cf9cb7355b480b3005638b9c2ce03448a710a82,119.03728394662757
kava,0x6ecddc679919eeb2c239ee978d72568d14fd5adf,119.03728394662757
kava,0x98c46950e72f9d12ac0d277ab11d1f3e530f6a6f,119.03728394662757
kava,0x51e8a13f8593b393594cd796fab977ee5a3ff790,119.03728394662757
kava,0x127a4c587ec23757f2855540a14e628824dda18f,119.03728394662757
kava,0x8690bc899692d542d2e3346cf5b8bdbac0477e0c,119.03728394662757
kava,0xc36d07ecd1c562ce09dcb63b4d51ce2d5baf4563,119.03728394662757
kava,0xc66a34e15f8d1cf75b3fd866234af1391832035b,119.03728394662757
kava,0xd11ac98dbf669d9c0655705370485e7caa00079f,119.03728394662757
kava,0x4fc3318e7ccbf9ee4e10cdc6383d4cae81460ff4,119.03728394662757
kava,0x8a54f066c30765deb37f32ffb5aa3efb40891eee,119.03728394662757
kava,0xd53486e50ddc8549a0c670d620e0479782ed5859,119.03728394662757
kava,0xb27f2d1dec591d5bd97751b4a4b9c3d2ff506945,119.03728394662757
kava,0x8445e4cb8a30069cc127b6eb0e05a6e989d536c7,119.03728394662757
kava,0x860413dc9da66e899ee55c246debff19373aaba5,119.03728394662757
kava,0x5b214c89c90b76fa946cac39ada5a0d374af3967,119.03728394662757
kava,0x3b01abee009c450aa753e664e5b12e1408e6d7f9,119.03728394662757
kava,0x40c7e9977d99fd3db838ffb1e312ad9e2423c457,119.03728394662757
kava,0xc11f42d7b2ff88bc32da5d06bc4b7467ac2b80aa,119.03728394662757
kava,0xd0fdc2d59382457b439b7c6202f9f6a8741adcd0,119.03728394662757
kava,0x427800857b1ba945bd7eb3ad552a28d1d704c0c0,119.03728394662757
kava,0x593c59c5e9c1ea1ccf5d56813045757ddecf201e,119.03728394662757
kava,0xc71a161bff29c5b4586008abcebbcc4ab8f9e0c1,119.03728394662757
kava,0x29fb2747b799ef4bf673c58e168fd92cec29b233,119.03728394662757
kava,0x8fe31f99624d39936b8740171fcc6f94605bcccc,119.03728394662757
kava,0x623ec8d29cb5cb093b2b07072e908b3d732659e3,119.03728394662757
kava,0xe7cf48c5f6aa0ae331f3bb3788687a51f8180518,119.03728394662757
kava,0xc2018e0c14fc00a86206de0dd6502941f0acc79c,119.03728394662757
kava,0x2a06913d5b8748b222e1236768c24ca19198b374,119.03728394662757
kava,0xb1567156100fbaa01ab7ca1db3db8151cc9d1b62,119.03728394662757
kava,0xaa9c9f1cd814ad4284ef1f6c30500563f27339ac,119.03728394662757
kava,0xb11fe701874bf43197702b53ebdb304b0a1be053,119.03728394662757
kava,0xd3d94fd3e77e424dcb8a591d2ffc3bc80d1410e1,119.03728394662757
kava,0x8b3f14f0582fbf275be87d265c931b4dfd5f13b7,119.03728394662757
kava,0xca54fa35a5b545c1564f9373255e29d30192f6e7,119.03728394662757
kava,0xfdf0e167e6c94c93c8d51c9f46bda6ee5ea4b384,119.03728394662757
kava,0x6bcbecbea6492ec6ade6c700ced165378ce339ee,119.03728394662757
kava,0x34dd17181e91642117fcfda49d5d15a0650136c9,119.03728394662757
kava,0x56ab3804b179894d922ffc82a49b611d0ea49e5c,119.03728394662757
kava,0x93d13488776e2b5783538ca76d8ce52a540bf6ec,119.03728394662757
kava,0x32af3ebc4e9ff5f150e17b7b9d2fc74fc9f69d24,119.03728394662757
kava,0x43e545a8bc125b4568267dcb9ffe62cdbdb170eb,119.03728394662757
kava,0x8b521d66a7a0f352c33abc72d41a405e39ff47fc,119.03728394662757
kava,0x6afc463cc8e99b3caf0a6e1be4c39bcd63da4ad9,119.03728394662757
kava,0x5a50863b4b78c3db21c072a038b612d5bbcbefd6,119.03728394662757
kava,0xa19728e870cd7b745aaf6735501f2f0eef573a14,119.03728394662757
kava,0x3516ba880545c51045a5ee35a09ae72d83c175bf,119.03728394662757
kava,0x8eb4d58cf138b8abcfa389880e0c10290f8661cf,119.03728394662757
kava,0x185fab80e605a25c602d63cbef2d615efde0c8fc,119.03728394662757
kava,0x1dea4fe0195090888c033039673ce407a5c66511,119.03728394662757
kava,0xbeab7aa82cac141077ac19110eab47dfdf3f2e33,119.03728394662757
kava,0x2eb393fbac8aaa16047d4242033a25486e14f345,119.03728394662757
kava,0x719f26d047ebaba5ef41345dd5f2fc765a0e99a7,119.03728394662757
kava,0x0da2a82ed2c387d1751ccbaf999a80b65bdb269e,119.03728394662757
kava,0xecb23c190a9ae4f1443dc4991d29a0a15c4537b0,119.03728394662757
kava,0x47d847048b492ef1dd53657445ba4fd5b01ef16c,119.03728394662757
kava,0x96c195f6643a3d797cb90cb6ba0ae2776d51b5f3,119.03728394662757
kava,0x53435702e6d3e37acb7a771a7b029d9be85cc082,119.03728394662757
kava,0x65f086cf13b82c58d76f1b8cd0b3ac810fe94b88,119.03728394662757
kava,0xf7f0059529bb4c5ce43a073c112efd2123721888,119.03728394662757
kava,0x23c5a11dc6542320a01b1271ded6e48d9a3424e1,119.03728394662757
kava,0xd36b3c8a0eafe3b8f62b76dbecbc2d5f1ee94ddf,119.03728394662757
kava,0xe572d83bc5242eb4f3d62bbdcaa62bc6ea6f2c59,119.03728394662757
kava,0x3bd5316cb24e6b37ec89db14b3a5af5493567a10,119.03728394662757
kava,0xce086109d63f654914e82405ae91c84716507261,119.03728394662757
kava,0x6deac69777afb8c27f24179ac5eb1795899b42c7,119.03728394662757
kava,0x6fbb39ac68a50bc04a410128a88c1a988dfaf969,119.03728394662757
kava,0x63125c6c54f40518b93f61556de687b63208f050,119.03728394662757
kava,0x35a46e0e610dea4548d7d6c176671a75f0cd2713,119.03728394662757
kava,0x1702685e0a2332ac525a693fcc2820ae34da83ab,119.03728394662757
kava,0xb90df0bc8368a9fc4191d257780c677897f579d3,119.03728394662757
kava,0x95a26811f45b2b7f442d23c4a6560473598af9c4,119.03728394662757
kava,0xf637c15f82d863f8efb41eb6a8ce4552937dc74d,119.03728394662757
kava,0x2c2548ebc88367fd3306b3ec13a79a4fe8368253,119.03728394662757
kava,0x86941fd202ccd74504db1dad6202fd9ae15d629d,119.03728394662757
kava,0xd62820a62274f2352e783e2bb9e3706a31782ca4,119.03728394662757
kava,0x1dc29134c9fa8c4cceb8dfe5c62f2dacd4271522,119.03728394662757
kava,0xb275849d95a8f48110c93f8bf9692289034eb9d7,119.03728394662757
kava,0x3493247bd3e4140134468e25536f07af766ed205,119.03728394662757
kava,0xfd2dea41373c8fccd067229cf60e2092c6600622,119.03728394662757
kava,0x6055518db62d04c2f69b7a0c21b0eeba72fe8775,119.03728394662757
kava,0x638dd3623f35ae965c595a4ebd3d4e47e8e61689,119.03728394662757
kava,0x09a3741d22e8091a00d8041a92e7501bd069b517,119.03728394662757
kava,0x9a6771407676e964b76c532c0fe855e8192ec41a,119.03728394662757
kava,0xbe978d3a35ede7a933f648fcc9237573ade08794,119.03728394662757
kava,0x862d0ecad3970bf92977280a1a19109f0d90ae69,119.03728394662757
kava,0x9f2dca1bb51bd515e965078908a5a893134fb6a3,119.03728394662757
kava,0xfaca5745266ef64f749d1326e0b10a796aa8d660,119.03728394662757
kava,0x057ed937079efa15f58d18b44e98adad8a7e4770,119.03728394662757
kava,0x1dc34a4b889fa15a25767b4bc40c9c54fb443bd9,119.03728394662757
kava,0xf9a16b2bafdebae6a1a17c10e41072633852c240,119.03728394662757
kava,0x0c9413735bbc25721b5e9d4a7c78f1b09f83cc8c,119.03728394662757
kava,0x6a8eeafd13f127f334c8291109af272888c8557e,119.03728394662757
kava,0x7dbadba92b6bc4b3c24d2df5f18911a1b4c524ae,119.03728394662757
kava,0x366c4b63902d9af5ce440edcb8ccad7c80dcdd81,119.03728394662757
kava,0xd99fa231f6e91d27f9885021547bbe6c4f758004,119.03728394662757
kava,0x7611ff171518f9ccda4a7a81520f8418368687a8,119.03728394662757
kava,0x88a858d0353e60bdd99110c3bb65be6eac6a14b1,119.03728394662757
kava,0xa38942d3fc38fda2f8db0c91ff5e1e85097bea50,119.03728394662757
kava,0xdc1bded65820b8c6684b99cc41b1dc83ba5003f0,119.03728394662757
kava,0x23ba1157d626329a14372259263832f424c703f7,119.03728394662757
kava,0x3935b721ebf0c73c237cbe234a662d0c34e325ff,119.03728394662757
kava,0xc1094431c440486a01ab3f9fc7d66bf2403096b7,119.03728394662757
kava,0x36356054bc807812acac20fe26b03cec77b9f244,119.03728394662757
kava,0x308174fb0479375950a9516dd2eb606510a7ba92,119.03728394662757
kava,0x4ebf55958d4eee7afe56376008f6de094e568686,119.03728394662757
kava,0x68caedb139feacb10acf90eb0238c40132bbd2a4,119.03728394662757
kava,0x431f502d46cda5bd609449b8ea5dbd4f8e14b99a,119.03728394662757
kava,0x03c3a9a41f377fdad796ff50e6b0c2b5b57cf8c3,119.03728394662757
kava,0x0b1431aa7afb9682612d46ba445453661c6dec71,119.03728394662757
kava,0x9c08a000364817e2f0831e983164310d96c465f5,119.03728394662757
kava,0x12ca963bc44f0428ddb9e66dfa8cc39a5cf79795,119.03728394662757
kava,0x0a61f134b6cd7e570fe5ee23b3a86186be8d6dd5,119.03728394662757
kava,0x5f71fb38ea3518b99dc041e4e38261284282bc26,119.03728394662757
kava,0x9e38dc19a4822d4f133964104057984e38d1c8bc,119.03728394662757
kava,0xf9133f4dbf8b3b9b7699596a02d04305c62af972,119.03728394662757
kava,0x815337f5fc956fdb31468ee84aaa64f868c8aca5,119.03728394662757
kava,0xfa2b5b405788b28d3d697b62e0a68416f73bdff4,119.03728394662757
kava,0x973538ca9047d6bfcee05476176100923da40de2,119.03728394662757
kava,0x6e70c39d396ecce2d26ede64b47860891310af4b,119.03728394662757
kava,0x019be27c5209e6be336c83fa43e79a8c3e5a4075,119.03728394662757
kava,0xebb7adb979a8ba542f3cb3c0f1b2c8479f6c50fd,119.07060869319669
kava,0x2357d0aba51c9d79b70583c7483c8c2a4786d3f5,119.63098979396574
kava,0xa56faea869604d1ca290c98db5b2e466ec148eb0,119.63098979396574
kava,0xe39ba22976cf4da72ffa4219c91745c1da1fbe81,119.63098979396574
kava,0x9adf700cd5d8da89c7fc97ffb49a6db2e6a3c8fa,119.63098979396574
kava,0x6e5ade23bd21cfa40e3374120d12f0473ed1ed3a,119.63098979396574
kava,0x56cdb7def2ee17ba1918827daea4bee8129e9291,119.63098979396574
kava,0x944960054cc0c13cbbd4eb0370b0d61f3ce74026,119.63098979396574
kava,0x96c0e7db5028433d8e729499aaebacc32fe391d8,120.22176370681741
kava,0x2e0e2d46d319d16dd989404c739f9af1a08fd3d0,120.22176370681741
kava,0x90d247fbc5937c928d54aad018f96a785d477a3a,120.22176370681741
kava,0xc9dc4c912e4d2587579eb4530932c7818eaece36,120.22176370681741
kava,0x0277ea30fbcd64baf08512e1246a798765c5532f,120.22176370681741
kava,0x1392e6669d741148452c611ddcf168a9263faa12,120.22176370681741
kava,0xcdec21e39f3fddcd34d9b59ffcfa27cbc3682ec5,120.22176370681741
kava,0x3f950818fb550af802102ded89fa5c3c849119ae,120.22176370681741
kava,0x3f52fde8c9720622a82ea39a4a57e5457473f007,120.22176370681741
kava,0x586b5ce6270999ec70641839e8457249eb6cf242,120.22176370681741
kava,0x27966fd329fa021ed9876dca86e79bc5427508ed,120.22176370681741
kava,0xb212b87fb36a8c12a53673767012f73acc62f4ee,120.22176370681741
kava,0x503b343d8150f2e6dc172cf094a238c54bbf7505,120.22176370681741
kava,0x08c8a24a99eb3189abf0e160645ffbf6ffe2bbdc,120.22176370681741
kava,0xe74c046c52b731a76c28dbdaf0503484d5228038,120.76268712140254
kava,0x7c2ca83cc56b87e31b54ba750b889f61d8e9b186,120.8096486977416
kava,0x8d24710f6dd17870aef1c013750b869581c45b3c,120.8096486977416
kava,0xd0489dc9c3146ea0e09fec7208333c24677a6f1d,120.8096486977416
kava,0x3f7089f0ce934e41ffc1c9020791cfeb32646196,120.8096486977416
kava,0x7d258c9f800da3036521f6e3c454db4de31c5bd0,120.8096486977416
kava,0x044fb847137f55f735aa59bfcc28f4d1f9b9fdaa,120.8096486977416
kava,0x4352a5136a0643d27f161cb19e41cd099c931207,120.8096486977416
kava,0x6534e31b9e8915971ae769f45f079713b383c16f,120.8096486977416
kava,0x8cc989a9ad1ca619286b8834e5606f854e48f99b,121.39468673778784
kava,0xa71e05c58e047a3a079fcf6024bffa815ee635af,121.39468673778784
kava,0x321f02039ba6c454e3fc4d9bc7cbcfe6765402cd,121.39468673778784
kava,0xd4eadf1719557381f8f92a61c7b8e51c0f5208b9,121.39468673778784
kava,0xf0f88584c3f8e0bfbb3b8d74984dfe66f34d69ef,121.39468673778784
kava,0x61e37915eb560979c2174563674a611739a06521,121.39468673778784
kava,0x2491fc957ba6e8d400a488c85c59e978681bb369,121.39468673778784
kava,0xb68429eee07c3b7273dacea9b7f53d3f22867713,121.39468673778784
kava,0x650ae0b2c1c793058599f6f397de9575fed00668,121.39468673778784
kava,0x70a644f2578ee447967861bdcf4b3050d6fefa97,121.39468673778784
kava,0xf05838eae79ffbc501276e6f7ecb4ad2aeeed6a2,121.97059934630498
kava,0xc66bc6b0de346679111a467f11d077003c890a32,121.97691879146458
kava,0xb83572a0c8704862db882be51994a5fb60c2ea73,121.97691879146458
kava,0xdb6712689cf81849c14b2d6a09e6a3f38d4d8245,121.97691879146458
kava,0xb01cdb08a881c3ef42eb445bca2caf0326326fd9,121.97691879146458
kava,0x358f027bf2e59e8b3dc4c9a807d79569c0c5f59f,122.55638485021268
kava,0x0d193c250583b704cbfa715e05ac8741af63f906,122.55638485021268
kava,0x8ed0f58e351c35a5ac98611edf84bb2e2b3b75ec,122.55638485021268
kava,0xf7a39fd772887f43a2fd3f07c229fb6147686e97,122.55638485021268
kava,0xfc4302cb58f45338196f365697256edbd3f10774,122.55638485021268
kava,0x2375ac2e31bee26670719956c624851972164175,122.55638485021268
kava,0x5ab085928b3ffc97225e4ad3caad4ced35a27447,122.55638485021268
kava,0x081d4793780a3d1a953a5514b4c42696ebae768d,122.55638485021268
kava,0xa312789359a2f8231e5d81c2031dfb1d35cbd6aa,123.13312396446109
kava,0x90665448f28b39edd1472957bfb79e40867a000e,123.13312396446109
kava,0x5ce5bae00a37f27993f61fbbb97e3cb53c15ab0d,123.13312396446109
kava,0x1a01f522a560094bf49722fc8fb84fe71f2b918c,123.13312396446109
kava,0xc938243bdc41ee0aeddcd2b815a9213f716adbaf,123.13312396446109
kava,0xe7ddff334e5e976325b7f322d6a82cb52aec5b09,123.13312396446109
kava,0xa56ea5a4023c62165a35a5dce31e07d2593ab55c,123.13312396446109
kava,0x1d890696d11304c4d9269d45e1b728af9edc0c96,123.13312396446109
kava,0x03e65d2939717d814d4003833d2f504b545edffe,123.70717427433725
kava,0xcf375c948567c147567508e43691bbccbd2a242f,123.70717427433725
kava,0x251845299d963762e57e2f6fa3a912708e623a2d,123.70717427433725
kava,0x9bfc83bb3ed5f7825fd9b805efd409844e50c16b,123.70717427433725
kava,0xf235614d225be09f6510f5f07f7f4dbe4389af97,123.70717427433725
kava,0x5d0ee83bd4132f49aaca5d937ba447d1eb14ea7e,123.70717427433725
kava,0xd50ca6d93624e2ea2cec630dc21e45ee80ab170b,123.97237068408225
kava,0x498c3273eb07a4190b5e8cc180c43b4de445bda1,124.27857303910092
kava,0x9412575f72bb0bab75b2c766f40e733309da4f85,124.27857303910092
kava,0x5037e2fa0f8c675e6654110a52aec6f0e9d41460,124.27857303910092
kava,0xbefb909532f24e97cd18d617bcd45cc9dd52e0bb,124.84735666536574
kava,0xa41eda1cfebed69324c0c198df28fc895d51af36,124.84735666536574
kava,0xd8aed352b523ff15f18278aed2ad6301be74b3d4,124.84735666536574
kava,0xef4bc0a3df65082f00575051a46442d51cd2a898,124.84735666536574
kava,0x649d3851bda62fc872fb3754b3b9a8c51bb5d53b,124.84735666536574
kava,0xfa3e3aaa6a8431e5f8bf203f56257d3279f9bdc4,124.84735666536574
kava,0xc59789c38f954e969a2fe576b722c39aeee0c8cb,125.28466527162374
kava,0xeaa9867359fa722e8b3249cc3a9bd683ed53f140,125.41356073416837
kava,0x7f9539d3e7ed67d46bd61bf34628af354ec3818b,125.41356073416837
kava,0xa5aac0a90f3e4597b0a5796b17b69f71494a81df,125.41356073416837
kava,0x4a9d17d540b6fecc7a1133008bc9d40883a48088,125.41356073416837
kava,0x6d3bc28d8a6e1746a5b5e5e11812ad5aa675080b,125.41356073416837
kava,0x156fe1286b7d94420dd99a257c8ee09cde8c0176,125.41356073416837
kava,0x93d2ff56350deed9fee8101b7bbd60d0d0efb8aa,125.41356073416837
kava,0xb1efa2220ddc5100e822608a2d01a25db31e6eaa,125.97722002694314
kava,0xee8bbecd8c8deafc886ed6142f79567502ebef36,125.97722002694314
kava,0x17188a782ebd2483904bf1f16d4a1ca03030125a,125.97722002694314
kava,0xb66589c2fe5a14d3ac5b097a4bc5b9cd2a79bb8a,125.97722002694314
kava,0xb2f0b661116f476287fbd30b5d064df951794884,125.97722002694314
kava,0x7d8dc70c44ebb861c1cf809ceeaed7e7c1d835a4,125.97722002694314
kava,0x0cf6951b82bc1a4df3dccb25cb2e7aace92fd348,126.53836855045485
kava,0x06e3cea7a4413a27c7276d2c4406226c880a3c90,126.53836855045485
